TOKEN	MORPH	SEG_BME	LABEL
qallaykuyan	['qalla', 'yku', 'ya', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Intens', 'Pl', '3']
machakur	['macha', 'ku', 'r']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['VInt', 'Refl/Mid', 'Cnv']
tsaynam	['Tsay', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Acp', 'Asrt']
nuqana	['nuqa', 'na']	['D', 'M', 'M', 'F', 'D', 'F']	['PRON.Prs', 'Acp']
nunakunata	['nuna', 'kuna', 'ta']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Obj']
willarqaa	['willa', 'rqa', 'a']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pst', '1']
tariyarqaa	['Tari', 'ya', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pl', 'Pst', '1']
atskaqtam	['atskaq', 'ta', 'm']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['ADV', 'Obj', 'Asrt']
peru	['peru']	['D', 'M', 'M', 'F']	['CCONJ']
manam	['mana', 'm']	['D', 'M', 'M', 'F', 'U']	['ADV', 'Asrt']
ni	['ni']	['D', 'F']	['ADV']
pi	['pi']	['D', 'F']	['PRON']
shamurqatsu	['shamu', 'rqa', 'tsu']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['VTr', 'Pst', '3', 'Neg']
nuqapis	['Nuqa', 'pis']	['D', 'M', 'M', 'F', 'D', 'M', 'F']	['PRON.Prs', 'Coord']
riqiimi	['riqi', 'i', 'mi']	['D', 'M', 'M', 'F', 'U', 'D', 'F']	['VTr', '1', 'Asrt']
peru	['Peru']	['D', 'M', 'M', 'F']	['CCONJ']
wanha	['Wanha']	['D', 'M', 'M', 'M', 'F']	['PROPN']
nunakuna	['nuna', 'kuna']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
rogayaptin	['roga', 'ya', 'pti', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['V', 'Pl', 'Cnv', 'Poss.3']
waskankunata	['waska', 'n', 'kuna', 'ta']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Poss.3', 'Pl', 'Obj']
entregayaamunaq	['entrega', 'yaa', 'mu', 'naq']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'D', 'M', 'F']	['V', 'Pl', 'Cis', 'Rpst']
porfin	['Porfin']	['D', 'M', 'M', 'M', 'M', 'F']	['ADV']
fyesta	['fyesta']	['D', 'M', 'M', 'M', 'M', 'F']	['N']
chaaramunaq	['chaa', 'ra', 'mu', 'naq']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'D', 'M', 'F']	['VTr', 'Pct', 'Cis', 'Rpst']
wanhachawqa	['Wanha', 'chaw', 'qa']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['PROPN', 'Loc', 'Top']
watukarayaamay	['Watuka', 'ra', 'yaa', 'ma', 'y']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pct', 'Pl', '1.Obj', 'Imp.2']
kushishqa	['Kushi', 'shqa']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['VInt', 'Prf']
aywayarqunaq	['aywa', 'ya', 'rqu', 'naq']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['VTr', 'Pl', 'RecPst', '3', 'Rpst']
ishkaqllam	['Ishka', 'q', 'lla', 'm']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'F', 'U']	['VInt', 'Agt', 'Lim', 'Asrt']
kayaanaq	['ka', 'yaa', 'naq']	['D', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['AUX', 'Pl', 'Rpst']
tinyash	['Tinyash']	['D', 'M', 'M', 'M', 'M', 'M', 'F']	['PROPN']
nunakunaqa	['nuna', 'kuna', 'qa']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Top']
nuqaqa	['Nuqa', 'qa']	['D', 'M', 'M', 'F', 'D', 'F']	['PRON.Prs', 'Top']
yamtata	['yamta', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
munarqaa	['muna', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pst', '1']
santupaqmi	['santu', 'paq', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['N', 'Ben', 'Asrt']
manam	['mana', 'm']	['D', 'M', 'M', 'F', 'U']	['ADV', 'Asrt']
kikii	['kiki', 'i']	['D', 'M', 'M', 'F', 'U']	['PRON.Refl', 'Poss.1Sg']
waykakunaapaqtsu	['wayka', 'ku', 'na', 'a', 'paq', 'tsu']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U', 'D', 'M', 'F', 'D', 'M', 'F']	['VTr', 'Refl/Mid', 'Pot', 'Poss.1Sg', 'Ben', 'Neg']
paypis	['Pay', 'pis']	['D', 'M', 'F', 'D', 'M', 'F']	['PRON.Prs', 'Coord']
apuradu	['apuradu']	['D', 'M', 'M', 'M', 'M', 'M', 'F']	['ADV']
aywakunaq	['aywa', 'ku', 'naq']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F']	['VTr', 'Refl/Mid', 'Rpst']
ruqurapunaq	['Ruqu', 'ra', 'pu', 'naq']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'D', 'M', 'F']	['VTr', 'Pct', 'Apl', 'Rpst']
tsayran	['Tsayran']	['D', 'M', 'M', 'M', 'M', 'M', 'F']	['ADV']
riqirqaa	['riqi', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pst', '1']
quwaata	['quwa', 'a', 'ta']	['D', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.1Sg', 'Obj']
shumaqmi	['Shumaq', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['ADJ', 'Asrt']
kakuyarqaa	['ka', 'ku', 'ya', 'rqa', 'a']	['D', 'F', 'D', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['AUX', 'Refl/Mid', 'Pl', 'Pst', '1']
manam	['Mana', 'm']	['D', 'M', 'M', 'F', 'U']	['ADV', 'Asrt']
maqamarqatsu	['maqa', 'ma', 'rqa', 'tsu']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['VTr', '1.Obj', 'Pst', '3', 'Neg']
maa	['Maa']	['D', 'M', 'F']	['ADV']
tsayman	['tsay', 'man']	['D', 'M', 'M', 'F', 'D', 'M', 'F']	['PRON', 'Dat']
aywakunaq	['aywa', 'ku', 'naq']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F']	['VTr', 'Refl/Mid', 'Rpst']
nuqaqa	['Nuqa', 'qa']	['D', 'M', 'M', 'F', 'D', 'F']	['PRON.Prs', 'Top']
aywarqaa	['aywa', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pst', '1']
kancha	['kancha']	['D', 'M', 'M', 'M', 'M', 'F']	['N']
tikraqllam	['tikra', 'q', 'lla', 'm']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'F', 'U']	['VTr', 'Agt', 'Lim', 'Asrt']
warmi	['Warmi']	['D', 'M', 'M', 'M', 'F']	['N']
ullqu	['ullqu']	['D', 'M', 'M', 'M', 'F']	['N']
wawa	['wawa']	['D', 'M', 'M', 'F']	['N']
kedarqan	['keda', 'rqa', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['V', 'Pst', '3']
tsaypita	['Tsay', 'pita']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['PRON', 'Abl']
kima	['kima']	['D', 'M', 'M', 'F']	['NUM.Card']
watallam	['wata', 'lla', 'm']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['N', 'Lim', 'Asrt']
byuda	['byuda']	['D', 'M', 'M', 'M', 'F']	['ADJ']
karqaa	['ka', 'rqa', 'a']	['D', 'F', 'D', 'M', 'F', 'U']	['AUX', 'Pst', '1']
i	['I']	['U']	['CCONJ']
turiina	['turi', 'i', 'na']	['D', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.1Sg', 'Acp']
wanukuykurqan	['wanu', 'ku', 'yku', 'rqa', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Refl/Mid', 'Intens', 'Pst', '3']
niptinna	['Ni', 'pti', 'n', 'na']	['D', 'F', 'D', 'M', 'F', 'U', 'D', 'F']	['VTr', 'Cnv', 'Poss.3', 'Acp']
nuqana	['nuqa', 'na']	['D', 'M', 'M', 'F', 'D', 'F']	['PRON.Prs', 'Acp']
nirqaa	['ni', 'rqa', 'a']	['D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pst', '1']
nuqam	['Nuqa', 'm']	['D', 'M', 'M', 'F', 'U']	['PRON.Prs', 'Asrt']
turiillam	['Turi', 'i', 'lla', 'm']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'F', 'U']	['N', 'Poss.1Sg', 'Lim', 'Asrt']
karqan	['ka', 'rqa', 'n']	['D', 'F', 'D', 'M', 'F', 'U']	['AUX', 'Pst', '3']
niqlla	['Ni', 'q', 'lla']	['D', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Agt', 'Lim']
kada	['kada']	['D', 'M', 'M', 'F']	['DET']
bes	['bes']	['D', 'M', 'F']	['N']
tsaytanam	['Tsay', 'ta', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U']	['PRON', 'Obj', 'Acp', 'Asrt']
aaniriyaa	['aani', 'ri', 'ya', 'a']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U']	['VInt', 'Pct', 'Pl', '1']
shumaq	['shumaq']	['D', 'M', 'M', 'M', 'M', 'F']	['ADJ']
kutishaqraqchi	['Kuti', 'shaq', 'raq', 'chi']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['VInt', 'Fut.1', 'Inacp', 'Conjc']
yamay	['Yamay']	['D', 'M', 'M', 'M', 'F']	['ADV']
kaykashqantanam	['ka', 'yka', 'shqa', 'n', 'ta', 'na', 'm']	['D', 'F', 'D', 'M', 'F', 'D', 'M', 'M', 'F', 'U', 'D', 'F', 'D', 'F', 'U']	['AUX', 'Prog', 'Prf', 'Poss.3', 'Obj', 'Acp', 'Asrt']
nin	['ni', 'n']	['D', 'F', 'U']	['VTr', '3']
aywaa	['aywa', 'a']	['D', 'M', 'M', 'F', 'U']	['VTr', '1']
warasta	['Waras', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['PROPN', 'Obj']
kimaqmi	['Kimaq', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['NUM.Ptv', 'Asrt']
wanukuyashqa	['wanu', 'ku', 'ya', 'shqa']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'D', 'M', 'M', 'F']	['VInt', 'Refl/Mid', 'Pl', 'Prf']
tsaypitam	['Tsay', 'pita', 'm']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['PRON', 'Abl', 'Asrt']
aywakurqaa	['aywa', 'ku', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Refl/Mid', 'Pst', '1']
solta	['Sol', 'ta']	['D', 'M', 'F', 'D', 'F']	['N', 'Obj']
raqata	['Raqa', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
tsaychaw	['Tsay', 'chaw']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['PRON', 'Loc']
murupakur	['muru', 'pa', 'ku', 'r']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U']	['VTr', 'Exc', 'Refl/Mid', 'Cnv']
i	['i']	['U']	['CCONJ']
animalkunata	['animal', 'kuna', 'ta']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Obj']
waatarqaa	['waata', 'rqa', 'a']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pst', '1']
pitaq	['Pi', 'taq']	['D', 'F', 'D', 'M', 'F']	['PRON', 'Ctrs']
ruran	['rura', 'n']	['D', 'M', 'M', 'F', 'U']	['VTr', '3']
nuqa	['Nuqa']	['D', 'M', 'M', 'F']	['PRON.Prs']
manam	['mana', 'm']	['D', 'M', 'M', 'F', 'U']	['ADV', 'Asrt']
ashiitsu	['ashi', 'i', 'tsu']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'F']	['VTr', '1', 'Neg']
rantiyaamuu	['Ranti', 'yaa', 'mu', 'u']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pl', 'Cis', '1']
karuchawmi	['karu', 'chaw', 'mi']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Loc', 'Asrt']
tsaymi	['Tsay', 'mi']	['D', 'M', 'M', 'F', 'D', 'F']	['PRON', 'Asrt']
pagamanki	['paga', 'ma', 'nki']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F']	['VTr', '1.Obj', '2']
i	['I']	['U']	['CCONJ']
despwesmi	['despwes', 'mi']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['ADV', 'Asrt']
waapu	['waapu']	['D', 'M', 'M', 'M', 'F']	['ADJ']
uqtitsiyaamarqan	['uqti', 'tsi', 'yaa', 'ma', 'rqa', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Caus', 'Pl', '1.Obj', 'Pst', '3']
tsaychawmi	['Tsay', 'chaw', 'mi']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['PRON', 'Loc', 'Asrt']
pishtayarqan	['pishta', 'ya', 'rqa', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pl', 'Pst', '3']
i	['I']	['U']	['CCONJ']
ni	['ni']	['D', 'F']	['ADV']
imata	['ima', 'ta']	['D', 'M', 'F', 'D', 'F']	['PRON', 'Obj']
tariyarqatsu	['tari', 'ya', 'rqa', 'tsu']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['VTr', 'Pl', 'Pst', '3', 'Neg']
i	['I']	['U']	['CCONJ']
tsaynam	['tsay', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Acp', 'Asrt']
pampaykuyarqaa	['pampa', 'yku', 'ya', 'rqa', 'a']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Intens', 'Pl', 'Pst', '1']
waraschaw	['Waras', 'chaw']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['PROPN', 'Loc']
punta	['Punta']	['D', 'M', 'M', 'M', 'F']	['N']
warmiiwan	['warmi', 'i', 'wan']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'F']	['N', 'Poss.1Sg', 'Com']
shumaq	['shumaq']	['D', 'M', 'M', 'M', 'M', 'F']	['ADJ']
konfesakur	['konfesa', 'ku', 'r']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['V', 'Refl/Mid', 'Cnv']
kashqapis	['ka', 'shqa', 'pis']	['D', 'F', 'D', 'M', 'M', 'F', 'D', 'M', 'F']	['AUX', 'Prf', 'Coord']
tsaynam	['Tsay', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Acp', 'Asrt']
maqakacharkunaq	['maqa', 'kacha', 'rku', 'naq']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['VTr', 'Iter', 'Edu', 'Rpst']
peru	['Peru']	['D', 'M', 'M', 'F']	['CCONJ']
manam	['mana', 'm']	['D', 'M', 'M', 'F', 'U']	['ADV', 'Asrt']
dehaatsu	['deha', 'a', 'tsu']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'F']	['VTr', '1', 'Neg']
konfesakuyta	['konfesa', 'ku', 'y', 'ta']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'F']	['V', 'Refl/Mid', 'Inf', 'Obj']
aypalla	['aypa', 'll']	['D', 'M', 'M', 'F', 'D', 'F']	['ADJ', 'Lim']
kaptinqa	['ka', 'pti', 'n', 'qa']	['D', 'F', 'D', 'M', 'F', 'U', 'D', 'F']	['AUX', 'Cnv', 'Poss.3', 'Top']
hakantinmi	['haka', 'ntin', 'mi']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Tot', 'Asrt']
mikurintsik	['miku', 'ri', 'ntsik']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'M', 'F']	['VTr', 'Pct', '1Pl.Inc']
tsaynam	['Tsay', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Acp', 'Asrt']
allantsik	['alla', 'ntsik']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'M', 'F']	['VTr', '1Pl.Inc']
i	['I']	['U']	['CCONJ']
wakintanam	['wakin', 'ta', 'na', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U']	['PRON', 'Obj', 'Acp', 'Asrt']
tsakitsintsik	['tsaki', 'tsi', 'ntsik']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'M', 'M', 'F']	['VInt', 'Caus', '1Pl.Inc']
kikinllanam	['Kiki', 'n', 'lla', 'na', 'm']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'F', 'D', 'F', 'U']	['PRON.Refl', 'Poss.3', 'Lim', 'Acp', 'Asrt']
puqukun	['puqu', 'ku', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['VInt', 'Refl/Mid', '3']
i	['I']	['U']	['CCONJ']
puqun	['puqu', 'n']	['D', 'M', 'M', 'F', 'U']	['VInt', '3']
huqta	['huqta']	['D', 'M', 'M', 'M', 'F']	['NUM.Card']
killatam	['killa', 'ta', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['N', 'Obj', 'Asrt']
i	['I']	['U']	['CCONJ']
kusa	['kusa']	['D', 'M', 'M', 'F']	['ADV']
matsushqaqa	['matsu', 'shqa', 'qa']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['VTr', 'Prf', 'Top']
qipamunran	['qipa', 'mu', 'n', 'ran']	['D', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['V', 'Cis', '3', 'Inacp']
i	['I']	['U']	['CCONJ']
qanchis	['qanchis']	['D', 'M', 'M', 'M', 'M', 'M', 'F']	['NUM.Card']
killachawqa	['killa', 'chaw', 'qa']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Loc', 'Top']
tsakirinnam	['tsaki', 'ri', 'n', 'na', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'F', 'U']	['VInt', 'Pct', '3', 'Acp', 'Asrt']
tsaytanam	['Tsay', 'ta', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U']	['PRON', 'Obj', 'Acp', 'Asrt']
yakuwan	['yaku', 'wan']	['D', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Com']
laqchintsik	['laqchi', 'ntsik']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'M', 'F']	['VTr', '1Pl.Inc']
i	['i']	['U']	['CCONJ']
despwesmi	['despwes', 'mi']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['ADV', 'Asrt']
shupiriptin	['shupi', 'ri', 'pti', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Pct', 'Cnv', 'Poss.3']
uushawan	['uusha', 'wan']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Com']
chiwawan	['chiwa', 'wan']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Com']
halutsintsik	['halu', 'tsi', 'ntsik']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'M', 'M', 'F']	['VTr', 'Caus', '1Pl.Inc']
asta	['asta']	['D', 'M', 'M', 'F']	['ADP']
shumaq	['shumaq']	['D', 'M', 'M', 'M', 'M', 'F']	['ADJ']
tsakirir	['tsaki', 'ri', 'r']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['VInt', 'Pct', 'Cnv']
taqrakashqanyaq	['taqra', 'ka', 'shqa', 'n', 'yaq']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Pass', 'Prf', 'Poss.3', 'Ter']
i	['I']	['U']	['CCONJ']
tsaymi	['tsay', 'mi']	['D', 'M', 'M', 'F', 'D', 'F']	['PRON', 'Asrt']
mas	['mas']	['D', 'M', 'F']	['ADV']
quchqu	['quchqu']	['D', 'M', 'M', 'M', 'M', 'F']	['ADJ']
kaqpita	['ka', 'q', 'pita']	['D', 'F', 'U', 'D', 'M', 'M', 'F']	['AUX', 'Agt', 'Abl']
tantata	['tanta', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
rurantsik	['rura', 'ntsik']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'M', 'F']	['VTr', '1Pl.Inc']
i	['I']	['U']	['CCONJ']
saqtu	['saqtu']	['D', 'M', 'M', 'M', 'F']	['ADJ']
kaqpitanam	['ka', 'q', 'pita', 'na', 'm']	['D', 'F', 'U', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['AUX', 'Agt', 'Abl', 'Acp', 'Asrt']
simitata	['simita', 'ta']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
rurantsik	['rura', 'ntsik']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'M', 'F']	['VTr', '1Pl.Inc']
i	['I']	['U']	['CCONJ']
tsaymanmi	['tsay', 'man', 'mi']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['PRON', 'Dat', 'Asrt']
hitantsik	['hita', 'ntsik']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'M', 'F']	['VTr', '1Pl.Inc']
quntsun	['quntsu', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'U']	['N', 'Poss.3']
kusa	['kusa']	['D', 'M', 'M', 'F']	['ADV']
puqunanpaq	['puqu', 'na', 'n', 'paq']	['D', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VInt', 'Pot', 'Poss.3', 'Ben']
i	['I']	['U']	['CCONJ']
kusa	['kusa']	['D', 'M', 'M', 'F']	['ADV']
puquriptinnam	['puqu', 'ri', 'pti', 'n', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U', 'D', 'F', 'U']	['VInt', 'Pct', 'Cnv', 'Poss.3', 'Acp', 'Asrt']
taqllantsik	['taqlla', 'ntsik']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'M', 'F']	['VTr', '1Pl.Inc']
tantatana	['tanta', 'ta', 'na']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'F']	['N', 'Obj', 'Acp']
i	['I']	['U']	['CCONJ']
tsaytanam	['tsay', 'ta', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U']	['PRON', 'Obj', 'Acp', 'Asrt']
apantsik	['apa', 'ntsik']	['D', 'M', 'F', 'D', 'M', 'M', 'M', 'F']	['VTr', '1Pl.Inc']
kusa	['kusa']	['D', 'M', 'M', 'F']	['ADV']
waykashqa	['wayka', 'shqa']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Prf']
hornuman	['hornu', 'man']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Dat']
tsaytanam	['Tsay', 'ta', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U']	['PRON', 'Obj', 'Acp', 'Asrt']
tsakitsintsik	['tsaki', 'tsi', 'ntsik']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'M', 'M', 'F']	['VInt', 'Caus', '1Pl.Inc']
shumaq	['shumaq']	['D', 'M', 'M', 'M', 'M', 'F']	['ADJ']
mashtaykur	['mashta', 'yku', 'r']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Intens', 'Cnv']
yanata	['Yana', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['ADJ', 'Obj']
munarninqa	['muna', 'r', 'ni', 'n', 'qa']	['D', 'M', 'M', 'F', 'U', 'D', 'F', 'U', 'D', 'F']	['VTr', 'Cnv', 'Poss.3', 'Top']
fasilmi	['fasil', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['ADJ', 'Asrt']
tsayran	['Tsayran']	['D', 'M', 'M', 'M', 'M', 'M', 'F']	['ADV']
tsarin	['tsari', 'n']	['D', 'M', 'M', 'M', 'F', 'U']	['VTr', '3']
tsayran	['Tsayran']	['D', 'M', 'M', 'M', 'M', 'M', 'F']	['ADV']
shumaq	['shumaq']	['D', 'M', 'M', 'M', 'M', 'F']	['ADJ']
millwan	['millwa', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'U']	['N', 'Poss.3']
yuriramun	['yuri', 'ra', 'mu', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U']	['VInt', 'Pct', 'Cis', '3']
i	['I']	['U']	['CCONJ']
medya	['medya']	['D', 'M', 'M', 'M', 'F']	['NUM.Card']
trigutam	['trigu', 'ta', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['N', 'Obj', 'Asrt']
masakuyan	['masa', 'ku', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U']	['VTr', 'Refl/Mid', 'Pl', '3']
tsaynam	['Tsay', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Acp', 'Asrt']
pipis	['pi']	['D', 'F']	['PRON']
riqirin	['riqi', 'ri', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pct', '3']
piyan	['piya', 'n']	['D', 'M', 'M', 'F', 'U']	['N', 'Poss.3']
