	TOKEN	MORPH	SEG_BME	LABEL
865	chaaramun	['chaa', 'ra', 'mu', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U']	['VTr', 'Pct', 'Cis', '3']
866	dolorosa	['Dolorosa']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'F']	['PROPN']
867	marsuchaw	['marsu', 'chaw']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Loc']
868	tsaymi	['Tsay', 'mi']	['D', 'M', 'M', 'F', 'D', 'F']	['PRON', 'Asrt']
869	watachaw	['wata', 'chaw']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Loc']
870	fyestakuna	['fyesta', 'kuna']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
871	tsaymi	['Tsay', 'mi']	['D', 'M', 'M', 'F', 'D', 'F']	['PRON', 'Asrt']
872	kaptinqa	['ka', 'pti', 'n', 'qa']	['D', 'F', 'D', 'M', 'F', 'U', 'D', 'F']	['AUX', 'Cnv', 'Poss.3', 'Top']
873	manam	['mana', 'm']	['D', 'M', 'M', 'F', 'U']	['ADV', 'Asrt']
874	ampishqantapis	['ampi', 'shqa', 'n', 'ta', 'pis']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U', 'D', 'F', 'D', 'M', 'F']	['VInt', 'Prf', 'Poss.3', 'Obj', 'Coord']
875	maakuyantsu	['maaku', 'ya', 'n', 'tsu']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Pl', '3', 'Neg']
876	tsaypitanam	['Tsay', 'pita', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Abl', 'Acp', 'Asrt']
877	chaarayaamun	['chaa', 'ra', 'yaa', 'mu', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pct', 'Pl', 'Cis', '3']
878	atska	['atska']	['D', 'M', 'M', 'M', 'F']	['ADV']
879	qillayyuq	['qillay', 'yuq']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Orn']
880	wakinkunaqa	['Wakin', 'kuna', 'qa']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['PRON', 'Pl', 'Top']
881	qallaykuyan	['qalla', 'yku', 'ya', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Intens', 'Pl', '3']
882	machakur	['macha', 'ku', 'r']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['VInt', 'Refl/Mid', 'Cnv']
883	tsaynam	['Tsay', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Acp', 'Asrt']
884	nuqana	['nuqa', 'na']	['D', 'M', 'M', 'F', 'D', 'F']	['PRON.Prs', 'Acp']
885	nunakunata	['nuna', 'kuna', 'ta']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Obj']
886	willarqaa	['willa', 'rqa', 'a']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pst', '1']
887	tariyarqaa	['Tari', 'ya', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pl', 'Pst', '1']
888	atskaqtam	['atskaq', 'ta', 'm']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['ADV', 'Obj', 'Asrt']
889	peru	['peru']	['D', 'M', 'M', 'F']	['CCONJ']
890	manam	['mana', 'm']	['D', 'M', 'M', 'F', 'U']	['ADV', 'Asrt']
891	ni	['ni']	['D', 'F']	['ADV']
892	pi	['pi']	['D', 'F']	['PRON']
893	shamurqatsu	['shamu', 'rqa', 'tsu']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['VTr', 'Pst', '3', 'Neg']
894	nuqapis	['Nuqa', 'pis']	['D', 'M', 'M', 'F', 'D', 'M', 'F']	['PRON.Prs', 'Coord']
895	riqiimi	['riqi', 'i', 'mi']	['D', 'M', 'M', 'F', 'U', 'D', 'F']	['VTr', '1', 'Asrt']
896	peru	['Peru']	['D', 'M', 'M', 'F']	['CCONJ']
897	wanha	['Wanha']	['D', 'M', 'M', 'M', 'F']	['PROPN']
898	nunakuna	['nuna', 'kuna']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
899	rogayaptin	['roga', 'ya', 'pti', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['V', 'Pl', 'Cnv', 'Poss.3']
900	waskankunata	['waska', 'n', 'kuna', 'ta']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Poss.3', 'Pl', 'Obj']
901	entregayaamunaq	['entrega', 'yaa', 'mu', 'naq']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'D', 'M', 'F']	['V', 'Pl', 'Cis', 'Rpst']
902	porfin	['Porfin']	['D', 'M', 'M', 'M', 'M', 'F']	['ADV']
903	fyesta	['fyesta']	['D', 'M', 'M', 'M', 'M', 'F']	['N']
904	chaaramunaq	['chaa', 'ra', 'mu', 'naq']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'D', 'M', 'F']	['VTr', 'Pct', 'Cis', 'Rpst']
905	wanhachawqa	['Wanha', 'chaw', 'qa']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['PROPN', 'Loc', 'Top']
906	watukarayaamay	['Watuka', 'ra', 'yaa', 'ma', 'y']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pct', 'Pl', '1.Obj', 'Imp.2']
907	kushishqa	['Kushi', 'shqa']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['VInt', 'Prf']
908	aywayarqunaq	['aywa', 'ya', 'rqu', 'naq']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['VTr', 'Pl', 'RecPst', '3', 'Rpst']
909	ishkaqllam	['Ishka', 'q', 'lla', 'm']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'F', 'U']	['VInt', 'Agt', 'Lim', 'Asrt']
910	kayaanaq	['ka', 'yaa', 'naq']	['D', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['AUX', 'Pl', 'Rpst']
911	tinyash	['Tinyash']	['D', 'M', 'M', 'M', 'M', 'M', 'F']	['PROPN']
912	nunakunaqa	['nuna', 'kuna', 'qa']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Top']
913	nuqaqa	['Nuqa', 'qa']	['D', 'M', 'M', 'F', 'D', 'F']	['PRON.Prs', 'Top']
914	yamtata	['yamta', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
915	munarqaa	['muna', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pst', '1']
916	santupaqmi	['santu', 'paq', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['N', 'Ben', 'Asrt']
917	manam	['mana', 'm']	['D', 'M', 'M', 'F', 'U']	['ADV', 'Asrt']
918	kikii	['kiki', 'i']	['D', 'M', 'M', 'F', 'U']	['PRON.Refl', 'Poss.1Sg']
919	waykakunaapaqtsu	['wayka', 'ku', 'na', 'a', 'paq', 'tsu']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U', 'D', 'M', 'F', 'D', 'M', 'F']	['VTr', 'Refl/Mid', 'Pot', 'Poss.1Sg', 'Ben', 'Neg']
920	paypis	['Pay', 'pis']	['D', 'M', 'F', 'D', 'M', 'F']	['PRON.Prs', 'Coord']
921	apuradu	['apuradu']	['D', 'M', 'M', 'M', 'M', 'M', 'F']	['ADV']
922	aywakunaq	['aywa', 'ku', 'naq']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F']	['VTr', 'Refl/Mid', 'Rpst']
923	ruqurapunaq	['Ruqu', 'ra', 'pu', 'naq']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'D', 'M', 'F']	['VTr', 'Pct', 'Apl', 'Rpst']
924	tsayran	['Tsayran']	['D', 'M', 'M', 'M', 'M', 'M', 'F']	['ADV']
925	riqirqaa	['riqi', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pst', '1']
926	quwaata	['quwa', 'a', 'ta']	['D', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.1Sg', 'Obj']
927	shumaqmi	['Shumaq', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['ADJ', 'Asrt']
928	kakuyarqaa	['ka', 'ku', 'ya', 'rqa', 'a']	['D', 'F', 'D', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['AUX', 'Refl/Mid', 'Pl', 'Pst', '1']
929	manam	['Mana', 'm']	['D', 'M', 'M', 'F', 'U']	['ADV', 'Asrt']
930	maqamarqatsu	['maqa', 'ma', 'rqa', 'tsu']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['VTr', '1.Obj', 'Pst', '3', 'Neg']
931	maa	['Maa']	['D', 'M', 'F']	['ADV']
932	tsayman	['tsay', 'man']	['D', 'M', 'M', 'F', 'D', 'M', 'F']	['PRON', 'Dat']
933	aywakunaq	['aywa', 'ku', 'naq']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F']	['VTr', 'Refl/Mid', 'Rpst']
934	nuqaqa	['Nuqa', 'qa']	['D', 'M', 'M', 'F', 'D', 'F']	['PRON.Prs', 'Top']
935	aywarqaa	['aywa', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pst', '1']
936	kancha	['kancha']	['D', 'M', 'M', 'M', 'M', 'F']	['N']
937	tikraqllam	['tikra', 'q', 'lla', 'm']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'F', 'U']	['VTr', 'Agt', 'Lim', 'Asrt']
938	warmi	['Warmi']	['D', 'M', 'M', 'M', 'F']	['N']
939	ullqu	['ullqu']	['D', 'M', 'M', 'M', 'F']	['N']
940	wawa	['wawa']	['D', 'M', 'M', 'F']	['N']
941	kedarqan	['keda', 'rqa', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['V', 'Pst', '3']
942	tsaypita	['Tsay', 'pita']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['PRON', 'Abl']
943	kima	['kima']	['D', 'M', 'M', 'F']	['NUM.Card']
944	watallam	['wata', 'lla', 'm']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['N', 'Lim', 'Asrt']
945	byuda	['byuda']	['D', 'M', 'M', 'M', 'F']	['ADJ']
946	karqaa	['ka', 'rqa', 'a']	['D', 'F', 'D', 'M', 'F', 'U']	['AUX', 'Pst', '1']
947	i	['I']	['U']	['CCONJ']
948	turiina	['turi', 'i', 'na']	['D', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.1Sg', 'Acp']
949	wanukuykurqan	['wanu', 'ku', 'yku', 'rqa', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Refl/Mid', 'Intens', 'Pst', '3']
950	niptinna	['Ni', 'pti', 'n', 'na']	['D', 'F', 'D', 'M', 'F', 'U', 'D', 'F']	['VTr', 'Cnv', 'Poss.3', 'Acp']
951	nuqana	['nuqa', 'na']	['D', 'M', 'M', 'F', 'D', 'F']	['PRON.Prs', 'Acp']
952	nirqaa	['ni', 'rqa', 'a']	['D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pst', '1']
953	nuqam	['Nuqa', 'm']	['D', 'M', 'M', 'F', 'U']	['PRON.Prs', 'Asrt']
954	turiillam	['Turi', 'i', 'lla', 'm']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'F', 'U']	['N', 'Poss.1Sg', 'Lim', 'Asrt']
955	karqan	['ka', 'rqa', 'n']	['D', 'F', 'D', 'M', 'F', 'U']	['AUX', 'Pst', '3']
956	niqlla	['Ni', 'q', 'lla']	['D', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Agt', 'Lim']
957	kada	['kada']	['D', 'M', 'M', 'F']	['DET']
958	bes	['bes']	['D', 'M', 'F']	['N']
959	tsaytanam	['Tsay', 'ta', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U']	['PRON', 'Obj', 'Acp', 'Asrt']
960	aaniriyaa	['aani', 'ri', 'ya', 'a']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U']	['VInt', 'Pct', 'Pl', '1']
961	shumaq	['shumaq']	['D', 'M', 'M', 'M', 'M', 'F']	['ADJ']
962	kutishaqraqchi	['Kuti', 'shaq', 'raq', 'chi']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['VInt', 'Fut.1', 'Inacp', 'Conjc']
963	yamay	['Yamay']	['D', 'M', 'M', 'M', 'F']	['ADV']
964	kaykashqantanam	['ka', 'yka', 'shqa', 'n', 'ta', 'na', 'm']	['D', 'F', 'D', 'M', 'F', 'D', 'M', 'M', 'F', 'U', 'D', 'F', 'D', 'F', 'U']	['AUX', 'Prog', 'Prf', 'Poss.3', 'Obj', 'Acp', 'Asrt']
965	nin	['ni', 'n']	['D', 'F', 'U']	['VTr', '3']
966	aywaa	['aywa', 'a']	['D', 'M', 'M', 'F', 'U']	['VTr', '1']
967	warasta	['Waras', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['PROPN', 'Obj']
968	kimaqmi	['Kimaq', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['NUM.Ptv', 'Asrt']
969	wanukuyashqa	['wanu', 'ku', 'ya', 'shqa']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'D', 'M', 'M', 'F']	['VInt', 'Refl/Mid', 'Pl', 'Prf']
970	tsaypitam	['Tsay', 'pita', 'm']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['PRON', 'Abl', 'Asrt']
971	aywakurqaa	['aywa', 'ku', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Refl/Mid', 'Pst', '1']
972	solta	['Sol', 'ta']	['D', 'M', 'F', 'D', 'F']	['N', 'Obj']
973	raqata	['Raqa', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
974	tsaychaw	['Tsay', 'chaw']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['PRON', 'Loc']
975	murupakur	['muru', 'pa', 'ku', 'r']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U']	['VTr', 'Exc', 'Refl/Mid', 'Cnv']
976	i	['i']	['U']	['CCONJ']
977	animalkunata	['animal', 'kuna', 'ta']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Obj']
978	waatarqaa	['waata', 'rqa', 'a']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pst', '1']
979	pitaq	['Pi', 'taq']	['D', 'F', 'D', 'M', 'F']	['PRON', 'Ctrs']
980	ruran	['rura', 'n']	['D', 'M', 'M', 'F', 'U']	['VTr', '3']
981	nuqa	['Nuqa']	['D', 'M', 'M', 'F']	['PRON.Prs']
982	manam	['mana', 'm']	['D', 'M', 'M', 'F', 'U']	['ADV', 'Asrt']
983	ashiitsu	['ashi', 'i', 'tsu']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'F']	['VTr', '1', 'Neg']
984	rantiyaamuu	['Ranti', 'yaa', 'mu', 'u']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pl', 'Cis', '1']
985	karuchawmi	['karu', 'chaw', 'mi']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Loc', 'Asrt']
986	tsaymi	['Tsay', 'mi']	['D', 'M', 'M', 'F', 'D', 'F']	['PRON', 'Asrt']
987	pagamanki	['paga', 'ma', 'nki']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F']	['VTr', '1.Obj', '2']
988	i	['I']	['U']	['CCONJ']
989	despwesmi	['despwes', 'mi']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['ADV', 'Asrt']
990	waapu	['waapu']	['D', 'M', 'M', 'M', 'F']	['ADJ']
991	uqtitsiyaamarqan	['uqti', 'tsi', 'yaa', 'ma', 'rqa', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Caus', 'Pl', '1.Obj', 'Pst', '3']
992	tsaychawmi	['Tsay', 'chaw', 'mi']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['PRON', 'Loc', 'Asrt']
993	pishtayarqan	['pishta', 'ya', 'rqa', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pl', 'Pst', '3']
994	i	['I']	['U']	['CCONJ']
995	ni	['ni']	['D', 'F']	['ADV']
996	imata	['ima', 'ta']	['D', 'M', 'F', 'D', 'F']	['PRON', 'Obj']
997	tariyarqatsu	['tari', 'ya', 'rqa', 'tsu']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['VTr', 'Pl', 'Pst', '3', 'Neg']
998	i	['I']	['U']	['CCONJ']
999	tsaynam	['tsay', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Acp', 'Asrt']
1000	pampaykuyarqaa	['pampa', 'yku', 'ya', 'rqa', 'a']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Intens', 'Pl', 'Pst', '1']
1001	waraschaw	['Waras', 'chaw']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['PROPN', 'Loc']
1002	punta	['Punta']	['D', 'M', 'M', 'M', 'F']	['N']
1003	warmiiwan	['warmi', 'i', 'wan']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'F']	['N', 'Poss.1Sg', 'Com']
1004	shumaq	['shumaq']	['D', 'M', 'M', 'M', 'M', 'F']	['ADJ']
1005	konfesakur	['konfesa', 'ku', 'r']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['V', 'Refl/Mid', 'Cnv']
1006	kashqapis	['ka', 'shqa', 'pis']	['D', 'F', 'D', 'M', 'M', 'F', 'D', 'M', 'F']	['AUX', 'Prf', 'Coord']
1007	tsaynam	['Tsay', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Acp', 'Asrt']
1008	maqakacharkunaq	['maqa', 'kacha', 'rku', 'naq']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['VTr', 'Iter', 'Edu', 'Rpst']
1009	peru	['Peru']	['D', 'M', 'M', 'F']	['CCONJ']
1010	manam	['mana', 'm']	['D', 'M', 'M', 'F', 'U']	['ADV', 'Asrt']
1011	dehaatsu	['deha', 'a', 'tsu']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'F']	['VTr', '1', 'Neg']
1012	konfesakuyta	['konfesa', 'ku', 'y', 'ta']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'F']	['V', 'Refl/Mid', 'Inf', 'Obj']
1013	aypalla	['aypa', 'll']	['D', 'M', 'M', 'F', 'D', 'F']	['ADJ', 'Lim']
1014	kaptinqa	['ka', 'pti', 'n', 'qa']	['D', 'F', 'D', 'M', 'F', 'U', 'D', 'F']	['AUX', 'Cnv', 'Poss.3', 'Top']
1015	hakantinmi	['haka', 'ntin', 'mi']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Tot', 'Asrt']
1016	mikurintsik	['miku', 'ri', 'ntsik']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'M', 'F']	['VTr', 'Pct', '1Pl.Inc']
1017	tsaynam	['Tsay', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Acp', 'Asrt']
1018	allantsik	['alla', 'ntsik']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'M', 'F']	['VTr', '1Pl.Inc']
1019	i	['I']	['U']	['CCONJ']
1020	wakintanam	['wakin', 'ta', 'na', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U']	['PRON', 'Obj', 'Acp', 'Asrt']
1021	tsakitsintsik	['tsaki', 'tsi', 'ntsik']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'M', 'M', 'F']	['VInt', 'Caus', '1Pl.Inc']
1022	kikinllanam	['Kiki', 'n', 'lla', 'na', 'm']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'F', 'D', 'F', 'U']	['PRON.Refl', 'Poss.3', 'Lim', 'Acp', 'Asrt']
1023	puqukun	['puqu', 'ku', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['VInt', 'Refl/Mid', '3']
1024	i	['I']	['U']	['CCONJ']
1025	puqun	['puqu', 'n']	['D', 'M', 'M', 'F', 'U']	['VInt', '3']
1026	huqta	['huqta']	['D', 'M', 'M', 'M', 'F']	['NUM.Card']
1027	killatam	['killa', 'ta', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['N', 'Obj', 'Asrt']
1028	i	['I']	['U']	['CCONJ']
1029	kusa	['kusa']	['D', 'M', 'M', 'F']	['ADV']
1030	matsushqaqa	['matsu', 'shqa', 'qa']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['VTr', 'Prf', 'Top']
1031	qipamunran	['qipa', 'mu', 'n', 'ran']	['D', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['V', 'Cis', '3', 'Inacp']
1032	i	['I']	['U']	['CCONJ']
1033	qanchis	['qanchis']	['D', 'M', 'M', 'M', 'M', 'M', 'F']	['NUM.Card']
1034	killachawqa	['killa', 'chaw', 'qa']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Loc', 'Top']
1035	tsakirinnam	['tsaki', 'ri', 'n', 'na', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'F', 'U']	['VInt', 'Pct', '3', 'Acp', 'Asrt']
1036	tsaytanam	['Tsay', 'ta', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U']	['PRON', 'Obj', 'Acp', 'Asrt']
1037	yakuwan	['yaku', 'wan']	['D', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Com']
1038	laqchintsik	['laqchi', 'ntsik']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'M', 'F']	['VTr', '1Pl.Inc']
1039	i	['i']	['U']	['CCONJ']
1040	despwesmi	['despwes', 'mi']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['ADV', 'Asrt']
1041	shupiriptin	['shupi', 'ri', 'pti', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Pct', 'Cnv', 'Poss.3']
1042	uushawan	['uusha', 'wan']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Com']
1043	chiwawan	['chiwa', 'wan']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Com']
1044	halutsintsik	['halu', 'tsi', 'ntsik']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'M', 'M', 'F']	['VTr', 'Caus', '1Pl.Inc']
1045	asta	['asta']	['D', 'M', 'M', 'F']	['ADP']
1046	shumaq	['shumaq']	['D', 'M', 'M', 'M', 'M', 'F']	['ADJ']
1047	tsakirir	['tsaki', 'ri', 'r']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['VInt', 'Pct', 'Cnv']
1048	taqrakashqanyaq	['taqra', 'ka', 'shqa', 'n', 'yaq']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Pass', 'Prf', 'Poss.3', 'Ter']
1049	i	['I']	['U']	['CCONJ']
1050	tsaymi	['tsay', 'mi']	['D', 'M', 'M', 'F', 'D', 'F']	['PRON', 'Asrt']
1051	mas	['mas']	['D', 'M', 'F']	['ADV']
1052	quchqu	['quchqu']	['D', 'M', 'M', 'M', 'M', 'F']	['ADJ']
1053	kaqpita	['ka', 'q', 'pita']	['D', 'F', 'U', 'D', 'M', 'M', 'F']	['AUX', 'Agt', 'Abl']
1054	tantata	['tanta', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
1055	rurantsik	['rura', 'ntsik']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'M', 'F']	['VTr', '1Pl.Inc']
1056	i	['I']	['U']	['CCONJ']
1057	saqtu	['saqtu']	['D', 'M', 'M', 'M', 'F']	['ADJ']
1058	kaqpitanam	['ka', 'q', 'pita', 'na', 'm']	['D', 'F', 'U', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['AUX', 'Agt', 'Abl', 'Acp', 'Asrt']
1059	simitata	['simita', 'ta']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
1060	rurantsik	['rura', 'ntsik']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'M', 'F']	['VTr', '1Pl.Inc']
1061	i	['I']	['U']	['CCONJ']
1062	tsaymanmi	['tsay', 'man', 'mi']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['PRON', 'Dat', 'Asrt']
1063	hitantsik	['hita', 'ntsik']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'M', 'F']	['VTr', '1Pl.Inc']
1064	quntsun	['quntsu', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'U']	['N', 'Poss.3']
1065	kusa	['kusa']	['D', 'M', 'M', 'F']	['ADV']
1066	puqunanpaq	['puqu', 'na', 'n', 'paq']	['D', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VInt', 'Pot', 'Poss.3', 'Ben']
1067	i	['I']	['U']	['CCONJ']
1068	kusa	['kusa']	['D', 'M', 'M', 'F']	['ADV']
1069	puquriptinnam	['puqu', 'ri', 'pti', 'n', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U', 'D', 'F', 'U']	['VInt', 'Pct', 'Cnv', 'Poss.3', 'Acp', 'Asrt']
