TOKEN	MORPH	SEG_BME	LABEL
ranrachawqa	['Ranra', 'chaw', 'qa']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Loc', 'Top']
manam	['mana', 'm']	['D', 'M', 'M', 'F', 'U']	['ADV', 'Asrt']
ima	['ima']	['D', 'M', 'F']	['DET']
yurapis	['yura', 'pis']	['D', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Coord']
winantsu	['wina', 'n', 'tsu']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'F']	['VInt', '3', 'Neg']
españakunapa	['Españakuna', 'pa']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Gen']
runanta	['runa', 'n', 'ta']	['D', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.3', 'Obj']
toruu	['toru', 'u']	['D', 'M', 'M', 'F', 'U']	['N', 'Poss.1']
willapaqmi	['willa', 'pa', 'q', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'F']	['VTr', 'Exc', 'Hab', 'Asrt']
mana	['Mana']	['D', 'M', 'M', 'F']	['ADV']
tayta	['Tayta']	['D', 'M', 'M', 'M', 'F']	['N']
kolki	['Kolki']	['D', 'M', 'M', 'M', 'F']	['N']
hirkapaq	['Hirka', 'paq']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Ben']
qaraynin	['qaray', 'ni', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['N', 'Poss.3']
apamurqa	['apa', 'mu', 'r', 'qa']	['D', 'M', 'F', 'D', 'F', 'U', 'D', 'F']	['VTr', 'Cis', 'Cnv', 'Top']
patronniykikunawanmi	['patron', 'ni', 'yki', 'kuna', 'wan', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['N', 'Poss.2', 'Pl', 'Com', 'Asrt']
ushakaayanki	['ushakaa', 'ya', 'nki']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F']	['VInt', 'Pl', '2']
huk	['Huk']	['D', 'M', 'F']	['DET']
santupa	['santu', 'pa']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Gen']
karnam	['ka', 'r', 'na', 'm']	['D', 'F', 'U', 'D', 'F', 'U']	['AUX', 'Cnv', 'Acp', 'Asrt']
altarta	['altar', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
patsaatsin	['patsaatsi', 'n']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'U']	['VTr', '3']
iglesiachaw	['iglesia', 'chaw']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Loc']
shumaq	['shumaq']	['D', 'M', 'M', 'M', 'M', 'F']	['ADJ']
adornan	['adornan']	['D', 'M', 'M', 'M', 'M', 'M', 'F']	['V']
waytakunawan	['wayta', 'kuna', 'wan']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Pl', 'Com']
waraaninnash	['Waraanin', 'na', 'sh']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'F']	['ADV', 'Acp', 'Nfh']
quya-quyallana	['quya-quya', 'lla', 'na']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['ADV', 'Lim', 'Acp']
hampin	['hampi', 'n']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Poss.3']
paqtapuq	['paqta', 'pu', 'q']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Apl', 'Agt']
ima	['ima']	['D', 'M', 'F']	['PRON']
ima	['ima']	['D', 'M', 'F']	['PRON']
rakchakunatachi	['rakcha', 'kuna', 'ta', 'chi']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F']	['N', 'Pl', 'Obj', 'Conjc']
i	['i']	['U']	['CCONJ']
despwesshi	['despwes', 'shi']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['ADV', 'Nfh']
quq	['qu', 'q']	['D', 'F', 'U']	['VTr', 'Agt']
kaytam	['Kay', 'ta', 'm']	['D', 'M', 'F', 'D', 'F', 'U']	['PRON.Dem', 'Obj', 'Asrt']
upunki	['upu', 'nki']	['D', 'M', 'F', 'D', 'M', 'F']	['VTr', '2']
nishpa	['ni', 'shpa']	['D', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Grd']
mana	['Mana']	['D', 'M', 'M', 'F']	['ADV']
qarayta	['qaray', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
churayanqanraykur	['chura', 'ya', 'nqa', 'n', 'raykur']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U', 'D', 'M', 'M', 'M', 'M', 'F']	['VTr', 'Pl', 'Sub', 'Poss.3', 'Csl']
runaakunata	['runa', 'a', 'kuna', 'ta']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Poss.1Sg', 'Pl', 'Obj']
waqatsiypa	['waqa', 'tsi', 'y', 'pa']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U', 'D', 'F']	['VTr', 'Caus', 'Inf', 'Man']
uryatsiyanqanraykur	['urya', 'tsi', 'ya', 'nqa', 'n', 'raykur']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U', 'D', 'M', 'M', 'M', 'M', 'F']	['VTr', 'Caus', 'Pl', 'Sub', 'Poss.3', 'Csl']
kushikuyta	['kushi', 'ku', 'y', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'F']	['VInt', 'Refl/Mid', 'Inf', 'Obj']
mana	['mana']	['D', 'M', 'M', 'F']	['ADV']
quyanqanraykurmi	['qu', 'ya', 'nqa', 'n', 'raykur', 'mi']	['D', 'F', 'D', 'F', 'D', 'M', 'F', 'U', 'D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['VTr', 'Pl', 'Sub', 'Poss.3', 'Csl', 'Asrt']
ushakaatsiyashqayki	['ushakaa', 'tsi', 'ya', 'shqayki']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'M', 'M', 'M', 'F']	['VInt', 'Caus', 'Pl', 'Fut', '1.Sbj', '2.Obj']
nishpa	['ni', 'shpa']	['D', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Grd']
i	['I']	['U']	['CCONJ']
wakin	['wakin']	['D', 'M', 'M', 'M', 'F']	['ADJ']
nunakunaqa	['nuna', 'kuna', 'qa']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Top']
mana	['mana']	['D', 'M', 'M', 'F']	['ADV']
uryananraykur	['urya', 'na', 'n', 'raykur']	['D', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'M', 'M', 'M', 'F']	['VTr', 'Pot', 'Poss.3', 'Csl']
qillayninkuna	['qillay', 'ni', 'n', 'kuna']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'M', 'F']	['N', 'Poss.3', 'Pl']
pagaykuyaq	['paga', 'yku', 'ya', 'q']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Intens', 'Pl', 'Hab']
ishkay	['Ishkay']	['D', 'M', 'M', 'M', 'M', 'F']	['NUM.Card']
kaq	['kaq']	['D', 'M', 'F']	['COP']
yaraymata	['yarayma', 'ta']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
qutsushun	['qutsu', 'shun']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Imp.1Pl.Inc']
wamrakunam	['Wamra', 'kuna', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
yarpaakuyan	['yarpaaku', 'ya', 'n']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['VInt', 'Pl', '3']
imanaw	['imanaw']	['D', 'M', 'M', 'M', 'M', 'F']	['ADV']
willakuy	['willakuy']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'F']	['N']
kashqanta	['ka', 'shqa', 'n', 'ta']	['D', 'F', 'D', 'M', 'M', 'F', 'U', 'D', 'F']	['AUX', 'Prf', 'Poss.3', 'Obj']
chaariyaptiinam	['Chaa', 'ri', 'ya', 'pti', 'i', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'D', 'M', 'F', 'U', 'D', 'F', 'U']	['VTr', 'Pct', 'Pl', 'Cnv', 'Poss.1Sg', 'Acp', 'Asrt']
qarayaamarqan	['qara', 'yaa', 'ma', 'rqa', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pl', '1.Obj', 'Pst', '3']
paallaa	['Paallaa']	['D', 'M', 'M', 'M', 'M', 'M', 'F']	['INTJ']
mamita	['mami', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
machkaykita	['machka', 'yki', 'ta']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['N', 'Poss.2', 'Obj']
wamraykikunapaq	['wamra', 'yki', 'kuna', 'paq']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Poss.2', 'Pl', 'Ben']
churakuy	['chura', 'ku', 'y']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Refl/Mid', 'Imp.2']
tsaypa	['Tsay', 'pa']	['D', 'M', 'M', 'F', 'D', 'F']	['PRON', 'Man']
rantinta	['rantin', 'ta']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
huk	['huk']	['D', 'M', 'F']	['DET']
waytata	['wayta', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
qaraykamay	['qara', 'yka', 'ma', 'y']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Intens', '1.Obj', 'Imp.2']
nikaayaptinmi	['Ni', 'kaa', 'ya', 'pti', 'n', 'mi']	['D', 'F', 'D', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U', 'D', 'F']	['VTr', 'Prog', 'Pl', 'Cnv', 'Poss.3', 'Asrt']
yapayna	['yapay', 'na']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['ADV', 'Acp']
orden	['orden']	['D', 'M', 'M', 'M', 'F']	['N']
karamurqan	['ka', 'ra', 'mu', 'rqa', 'n']	['D', 'F', 'D', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['AUX', 'Pct', 'Cis', 'Pst', '3']
uryaq	['urya', 'q']	['D', 'M', 'M', 'F', 'U']	['VTr', 'Agt']
aywayaanapaq	['aywa', 'yaa', 'na', 'paq']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'D', 'M', 'F']	['VTr', 'Pl', 'Pot', 'Ben']
waras	['Waras']	['D', 'M', 'M', 'M', 'F']	['PROPN']
kasma	['Kasma']	['D', 'M', 'M', 'M', 'F']	['PROPN']
naanimanna	['naani', 'man', 'na']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['N', 'Dat', 'Acp']
